ID;Origin;Table;Value;"Modified by";"IP Address";"Mod. date";"Mod. time";Action
3007;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:48:27;login
3008;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:48:39;login
3009;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:48:51;login
3010;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:49:18;login
3011;Front;bin;401814**;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:49:29;delete
3012;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:49:43;login
3013;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:49:53;login
3014;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:50:00;login
3015;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:50:03;login
3016;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:50:30;login
3017;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:50:55;login
3018;Front;card_region;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:51:03;add
3019;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:51:11;login
3020;Front;card_region;0;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:51:15;edit
3021;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:51:18;login
3022;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:51:21;login
3023;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:51:48;login
3024;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:52:09;login
3025;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:52:27;login
3026;Front;card;30;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:52:37;edit
3027;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:52:40;login
3028;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:52:46;login
3029;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:53:12;login
3030;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:53:33;login
3031;Front;card_type;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:53:36;add
3032;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:53:49;login
3033;Front;card_type;10;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:53:52;edit
3034;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:53:55;login
3035;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:53:59;login
3036;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:54:26;login
3037;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:54:47;login
3038;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:55:01;login
3039;Front;configuration;"0 | SERVER_PORT_LISTEN";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:55:12;edit
3040;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:55:15;login
3041;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:55:19;login
3042;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:55:45;login
3043;Front;configuration;"0 | EOD_STATUS";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:55:52;delete
3044;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:56:08;login
3045;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:56:20;login
3046;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:56:34;login
3047;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:56:38;login
3048;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:57:05;login
3049;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:57:36;login
3050;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:57:48;login
3051;Front;error_text;"1 | 126";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:57:52;edit
3052;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:57:55;login
3053;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:57:59;login
3054;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:58:25;login
3055;Front;error_text;"1 | 126";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:58:33;delete
3056;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:58:47;login
3057;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:59:00;login
3058;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:59:10;login
3059;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:59:14;login
3060;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:59:40;login
3061;Front;ticket_text;body_dcc_markup;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;10:59:47;delete
3062;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:00:04;login
3063;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:00:17;login
3064;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:00:27;login
3065;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:00:30;login
3066;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:00:57;login
3067;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:01:18;login
3068;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:01:30;login
3069;Front;alarm_config;2;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:01:35;edit
3070;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:01:38;login
3071;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:01:41;login
3072;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:02:08;login
3073;Front;alarm_config;2;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:02:18;delete
3074;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:02:33;login
3075;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:02:38;login
3076;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:02:49;login
3077;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:03:00;login
3078;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:03:12;login
3079;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:03:23;login
3080;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:03:34;login
3081;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:03:45;login
3082;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:03:48;login
3083;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:04:25;login
3084;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:04:45;login
3085;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:04:51;login
3086;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:05:01;login
3087;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:05:12;login
3088;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:05:23;login
3089;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:05:34;login
3090;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:05:38;login
3091;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:06:14;login
3092;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:06:25;login
3093;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:06:35;login
3094;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:06:40;login
3095;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:06:44;login
3096;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:07:11;login
3097;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:07:28;login
3098;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:07:39;login
3099;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:07:49;login
3100;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:07:59;login
3101;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:08:02;login
3102;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:08:29;login
3103;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:08:47;login
3104;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:09:02;login
3105;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:09:16;login
3106;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:09:25;login
3107;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:09:40;login
3108;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:09:44;login
3109;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:09:53;login
3110;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:10:10;login
3111;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:10:27;login
3112;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:10:53;login
3113;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:11:04;login
3114;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:11:13;login
3115;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:11:23;login
3116;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:11:41;login
3117;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:11:51;login
3118;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:12:01;login
3119;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:12:11;login
3120;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:12:21;login
3121;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:12:38;login
3122;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:12:42;login
3123;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:12:49;login
3124;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:12:53;login
3125;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:13:30;login
3126;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:13:39;login
3127;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:13:47;login
3128;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:13:52;login
3129;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:14:02;login
3130;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:14:11;login
3131;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:14:21;login
3132;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:14:31;login
3133;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:14:41;login
3134;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:14:49;login
3135;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:14:59;login
3136;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:15:09;login
3137;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:15:18;login
3138;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:15:28;login
3139;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:15:33;login
3140;Front;management;A01;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:15:36;force_on
3141;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:15:50;login
3142;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:16:06;login
3143;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:18:03;login
3144;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:18:09;login
3145;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:18:19;login
3146;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:18:25;login
3147;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:18:30;login
3148;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:18:46;login
3149;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:52:47;login
3150;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:52:59;login
3151;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:53:09;login
3152;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:53:20;login
3153;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:53:25;login
3154;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:53:53;login
3155;Front;offline_rejected_transaction;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;11:55:35;reprocess
3156;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:51:45;login
3157;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:51:56;login
3158;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:52:31;login
3159;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:52:37;login
3160;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:52:40;login
3161;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:53:07;login
3162;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:53:37;login
3163;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:53:41;login
3164;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:53:48;login
3165;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:54:13;login
3166;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:54:21;login
3167;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:54:40;login
3168;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:55:12;login
3169;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:55:24;login
3170;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:55:50;login
3171;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:56:08;login
3172;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:56:19;login
3173;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:56:31;login
3174;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:56:53;login
3175;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:57:02;login
3176;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:57:09;login
3177;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:57:17;login
3178;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:57:25;login
3179;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:57:33;login
3180;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:57:41;login
3181;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:57:48;login
3182;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:57:57;login
3183;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:58:16;login
3184;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:58:21;login
3185;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:58:36;login
3186;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:58:39;login
3187;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:58:41;login
3188;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:58:46;login
3189;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:58:52;login
3190;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:58:56;logout
3191;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:59:09;login
3192;Front;entity_channel;44;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:59:21;add
3193;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:59:42;login
3194;Front;entity_channel;44;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:59:49;edit
3195;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:59:53;login
3196;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;12:59:56;login
3197;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:00:23;login
3198;Front;entity_channel;44;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:00:31;delete
3199;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:00:44;login
3200;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:01:00;add
3201;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:01:04;login
3202;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:01:08;edit
3203;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:01:14;login
3204;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:01:21;login
3205;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:01:48;login
3206;Front;entity_network;4;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:01:58;delete
3207;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:02:13;login
3208;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:03:20;login
3209;Front;routing_backup;"A01 | A01";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:03:24;edit
3210;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:03:27;login
3211;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:03:34;login
3212;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:04:02;login
3213;Front;routing_backup;"A01 | A01";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:04:09;delete
3214;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:04:24;login
3215;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:04:28;add
3216;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:04:42;login
3217;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:04:46;edit
3218;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:04:50;login
3219;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:04:56;login
3220;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:05:24;login
3221;Front;issuer_bank;0000;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:05:32;delete
3222;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:05:49;login
3223;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:05:59;login
3224;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:06:06;login
3225;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:06:24;login
3226;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:06:50;login
3227;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:06:56;login
3228;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:06:59;login
3229;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:07:26;login
3230;Front;account_commission_agreements;"0046 | 6874";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:07:34;delete
3231;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:07:49;login
3232;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:07:57;login
3233;Front;account;A01;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:08:16;edit
3234;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:08:22;login
3235;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:08:28;login
3236;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:08:56;login
3237;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:09:15;login
3238;Front;test_cards;A01;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:09:21;add
3239;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:09:38;login
3240;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:09:49;login
3241;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:09:53;login
3242;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:10:21;login
3243;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:10:40;login
3244;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:10:50;login
3245;Front;routing_update_key;"2 | 2 | 2746 | 2";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:10:52;edit
3246;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:10:56;login
3247;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:11:02;login
3248;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:11:29;login
3249;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:11:46;login
3250;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:11:59;login
3251;Front;routing;"9 | 2 | 0 | 0";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:12:04;edit
3252;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:12:07;login
3253;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:12:12;login
3254;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:12:39;login
3255;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:12:56;login
3256;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:13:22;login
3257;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:13:49;login
3258;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:13:56;login
3259;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:14:24;login
3260;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:14:42;login
3261;Front;entity_protocol;"1 | PUC | 5.5.7";"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:14:46;add
3262;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:15:00;login
3263;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:15:05;login
3264;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:15:11;login
3265;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:15:38;login
3266;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:15:55;login
3267;Front;company;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:16:00;add
3268;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:16:14;login
3269;Front;company;3;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:16:20;edit
3270;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:16:23;login
3271;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:16:30;login
3272;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:16:57;login
3273;Front;company;1;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:17:03;delete
3274;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:17:19;login
3275;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:17:32;login
3276;Front;currency;840;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:17:37;edit
3277;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:17:40;login
3278;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:17:43;login
3279;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:18:10;login
3280;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:18:27;login
3281;Front;store;2003;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:18:32;add
3282;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:18:47;login
3283;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:18:57;login
3284;Front;;;"2 - solverpay@prueba.qa.com";10.0.3.4;2025-03-24;13:19:00;login
